DKFFE,DKYE,DKLL,DKNX,DKQS,DKWC
100000,92222.23,2.708,21,27,23.507167615840444
220000,168886.445,2.708,6,18,62.50111188608571
225000,183448.465,2.708,26,81,30.122905819822336
205000,203306.02,2.708,30,5,0.006020951608661562
250000,228967.595,2.708,25,37,0.03330295148771256
350000,215300.045,2.708,21,118,15.545432293030899
300000,248000.0,2.708,7,16,14.566500098095275
300000,277500.0,2.708,15,17,7.30884479690576
300000,274776.13,2.708,15,19,0.03980347973993048
300000,178539.835,2.708,18,103,14.131021091452567
90000,85222.75,2.708,30,31,0.034255709120770916
100000,63440.835,2.521,5,23,0.010787679340864997
95000,50271.125,2.708,29,204,20.012786989573215
200000,161363.675,2.708,25,80,18.487208511098288
150000,79059.665,2.979,26,183,6.263391375658102
61000,49662.85,2.708,20,58,0.02727938978932798
110000,81868.805,2.708,15,55,0.03571335945161991
125000,118941.77,2.708,29,27,0.05264671017357614
150000,135782.105,2.979,22,36,7.184473543806234
95000,46708.435,2.708,25,182,2.957313145023363
125000,110943.025,2.708,22,41,8.512290396043682
150000,138965.985,2.708,23,29,3.6954253814474214
115000,99096.235,2.708,25,59,0.067692271375563
185500,72591.385,2.521,4,30,389.389356913729
250000,228490.78,2.708,10,12,0.009042467048857361
200000,188888.9,2.979,27,29,0.5644392911344767
285000,282455.355,2.979,8,1,24.172253186930902
240000,222422.095,2.979,15,17,0.005378920497605577
120000,112400.0,2.708,6,5,0.4803979873104254
87000,81420.26,2.979,30,39,0.013861824874766171
250000,151736.83,2.708,6,30,23.535250627581263
180000,155108.16,2.708,20,44,0.10666430319542997
200000,157339.63,2.708,21,70,8.501187578658573
150000,109488.58,2.708,13,49,14.551863112326828
255000,210476.18,2.708,18,48,21.861319694289705
125000,117931.525,2.708,30,33,14.119843456937815
125000,94445.32,2.708,19,70,0.7784323081432376
300000,144944.78,2.708,19,135,12.872092365461867
50000,35416.725,2.708,25,115,2.0465468509937637
150000,127336.56,2.708,17,39,0.014559800867573358
250000,246875.75,2.979,25,6,0.01244432496605441
165000,42401.08,2.708,12,112,6.597616475548421
125000,90127.56,2.708,20,84,16.90759337102645
240000,216637.49,2.708,30,55,0.0023720826720818877
300000,150981.535,2.708,26,187,12.652203967765672
150000,49190.45,2.708,23,206,0.3552138258746709
100000,49156.685,2.708,30,225,2.0793684867967386
132000,129107.37,2.708,25,10,0.023581811619806103
150000,145833.34,2.979,14,6,0.03909076366107911
250000,212430.88,2.708,29,78,5.118146382534178
125000,118587.645,2.708,30,30,0.0708133610751247
185000,172171.485,2.708,30,40,0.07669603306567296
125000,95833.45,2.708,29,115,9.051353748232941
150000,145955.475,2.708,20,9,0.014195241907145828
335000,0.0,2.708,8,96,2.4374458007514477e-09
250000,221896.435,2.708,24,46,14.890535326761892
200000,116479.72,2.979,26,166,36.85428253664577
192500,181591.695,2.708,30,33,1.1089410762942862
140000,137666.66,2.979,29,10,5.196974653110374
150000,131064.35,2.708,21,43,0.06453639664687216
140000,129408.765,2.979,11,12,11.929383479058743
350000,119015.605,2.708,21,184,34.004044753761264
235000,112713.76,2.708,21,152,23.149094261592836
150000,80686.22,2.708,29,201,4.112239855356165
175000,156538.66,2.708,27,51,0.00848357001086697
117500,59696.905,2.708,22,153,14.650528562502586
100000,28472.125,2.708,23,216,7.924202254336706
250000,211864.925,2.708,10,21,29.544174865295645
73000,35891.565,2.708,25,182,2.0926722061703913
125000,113119.5,2.708,13,18,0.008936775804613717
300000,265544.53,2.979,20,38,0.08525556302629411
200000,165277.75,2.708,30,93,7.0019626594439615
137500,135202.03,2.979,25,8,0.005161883629625663
170000,98886.595,2.708,10,55,0.0909216910804389
250000,98637.815,2.708,23,190,3.7567672093427973
155000,143551.93,2.979,25,34,0.018129067408153787
230000,224250.005,2.979,6,2,3.8145962457056157
115000,112590.37,2.979,25,10,0.01220283108705189
150000,98593.81,2.979,25,135,35.86272468253446
150000,138167.975,2.708,13,15,0.025219676666893065
350000,189303.43,2.708,29,200,15.614789684215793
265000,200765.205,2.979,19,71,15.031086552684428
300000,293518.525,2.708,27,11,19.756753295776434
120000,119406.645,2.708,30,3,0.00816790375392884
50000,18679.16,2.708,11,88,5.4667391981129185
175000,159948.78,2.708,30,49,0.05208932710229419
350000,261936.90500000003,2.708,7,23,6.692355160921579
115000,79281.875,2.708,12,51,0.028995227126870304
220000,116592.155,2.708,25,171,1.0269148648512783
200000,62492.62,2.708,21,190,12.017197587127157
100000,98333.335,2.708,30,10,2.7568145324330544
135000,132131.505,2.708,10,3,0.005520544043974951
300000,291899.41,2.708,26,13,0.01480614417232573
126500,112390.04,2.708,15,25,0.036330406917841174
150000,120291.755,2.708,18,54,16.221381513038068
270000,251287.825,2.979,25,32,0.052779652265599
54000,40275.0,2.708,21,82,1.0301555062033003
95000,65967.705,2.708,13,55,3.6449021711887326
150000,136805.545,2.979,13,17,18.441607258311706
90000,83750.0,2.708,30,40,9.063499227151624
122500,111954.225,2.708,20,28,0.004003078458481468
50000,47971.05,2.292,2,1,0.0024551106253056787
300000,148397.925,2.708,13,87,24.791825458640233
192000,172208.45,2.708,30,58,0.07898203952936456
200000,134963.41,2.708,21,102,3.3814313790935557
210000,148750.0,2.708,25,115,8.840496774180792
200000,148350.96,2.708,13,47,0.03974505342193879
69500,55396.03,2.708,19,59,3.056059927752358
90000,50874.485,2.708,10,57,0.07840504100749968
100000,93974.05,2.708,30,35,0.04982846170605626
200000,174576.06,2.708,22,46,0.0009013634989969432
200000,160091.5,2.708,23,74,31.027010498102754
35000,30945.64,2.708,25,50,3.281329337241914
350000,185937.055,2.708,28,195,45.64127461987664
180000,150537.115,2.708,9,20,29.18875371068134
150000,131250.0,2.708,20,40,3.8835031369817443
200000,134860.55,2.708,18,85,1.5907448783982545
160000,126933.23,2.708,21,68,0.69290678636753
150000,119791.57,2.708,15,44,17.01810273238516
300000,173894.505,2.708,28,179,24.151083028526045
270000,268241.73,2.708,25,3,0.005193926568608731
300000,255860.435,2.979,13,28,12.208844788256101
240000,229333.36,2.708,25,20,3.7098271866852883
300000,233084.8,2.708,25,91,2.3180660721554887
176500,173265.11,2.708,30,11,0.01990504629793577
50000,43085.47,2.708,20,44,0.10037102689238964
150000,125281.8,2.979,29,88,2.6527549294987693
300000,193412.755,2.708,25,136,27.282213068043347
300000,160675.095,2.979,8,48,15.802993018791312
106000,100404.875,2.708,26,25,0.05879194475710392
150000,99270.29,2.708,26,137,33.50295913811715
125000,79176.78,2.708,11,54,8.88475257079699
145000,131710.34,2.708,30,52,0.04323790283524431
135000,128365.94,2.979,25,23,0.02058029785985127
200000,136286.735,2.708,30,156,0.7502106190368067
250000,38635.72,2.708,27,289,49.95456990192906
200000,141822.18,2.708,24,109,23.48505485142232
85000,61389.0,2.708,22,94,1.7731576923033572
200000,112731.89,2.708,17,103,5.738978879075148
250000,200694.405,2.708,30,104,19.135180651617702
300000,285353.575,2.708,25,22,55.18868126597954
150000,95251.84,2.708,17,88,3.065466989777633
250000,186490.395,2.708,16,59,19.108242627611617
125000,44901.24,2.979,17,144,12.733881843385461
195000,167041.27,2.708,25,61,0.10530048710643314
125000,68055.51,2.979,15,94,0.05702931653650012
210000,152119.45,2.708,24,104,30.879503406962613
90000,52006.125,2.979,15,88,32.78691975244874
114000,39107.845,2.979,6,49,5.126448350049031
150000,136673.805,2.708,19,27,0.03426549679716118
250000,219512.405,2.708,9,15,24.663352897390723
110000,107047.545,2.708,30,16,0.02217480563558638
300000,299250.92,2.979,22,1,0.0012500054435804486
320000,0.0,2.708,8,96,2.3283064365386963e-09
300000,232539.03,2.979,18,62,46.695145129808225
125000,52469.295,2.708,18,140,23.45336791389127
300000,244326.655,2.708,16,44,11.605422925407765
255000,254580.85,2.708,30,1,0.0011136345565319061
108000,95104.535,2.708,23,46,0.10477963877201546
335000,209990.125,2.708,21,115,89.63523785182042
263000,260388.55,2.708,30,6,0.01851073288707994
150000,140524.515,2.979,19,20,0.05092283131671138
245000,244574.89,2.979,28,1,0.0005600709118880332
150000,147735.96,2.979,22,6,0.00011102145072072744
161000,145786.16,2.708,27,46,0.03797930173459463
150000,118488.56,2.708,29,105,4.379648173504393
125000,80087.595,2.708,26,144,1.4901333182206145
300000,93840.285,2.521,3,25,727.7262155485369
175000,125497.16,2.979,25,115,32.05362051445991
135000,128314.69,2.708,30,29,0.052514866591081955
300000,264915.97,2.708,21,40,0.09169855661457404
275000,245527.2,2.708,24,44,0.07247356721200049
300000,140718.36,2.708,17,122,0.32738270016852766
270000,220668.265,2.979,30,101,3.1725823993911035
150000,85543.3,2.708,29,190,8.33521769552317
124500,79014.89,2.708,26,146,1.2964601666171802
115000,104677.065,2.708,30,51,0.11867631068162154
125000,101396.06,2.708,13,35,40.77854638903227
150000,141250.035,2.708,25,26,15.01666552122333
120000,72737.115,2.708,10,52,0.08102252098615281
210000,195125.0,2.979,23,29,10.11638102287543
300000,296014.105,2.979,24,6,0.010461827157996595
150000,100266.195,2.979,22,112,26.14995431395073
125000,102083.26,2.708,11,28,3.195308741880581
150000,33750.665,2.708,24,240,0.5515334732335759
225000,154840.445,2.979,11,47,45.32966968367691
125000,103384.835,2.708,23,65,37.59490860607184
78500,67370.655,2.708,29,74,1.5544379083876265
110000,84151.79,2.708,30,121,0.49331500692642294
178000,88266.21,2.521,4,25,288.91245049613644
150000,139160.545,2.708,25,32,0.01351703074760735
220000,182416.735,2.708,18,47,4.297582564729964
115000,88407.9,2.708,25,94,17.49099161797494
300000,122718.43,2.708,16,125,35.102589518166496
150000,14189.74,2.708,27,303,0.10336093956721015
215000,158861.085,2.708,22,89,5.413624327105936
200000,164581.49,2.708,19,52,0.041012775589479133
235000,225861.08,2.708,30,23,15.206312439899193
300000,265601.57,2.708,28,58,0.06526864151237532
110000,6514.065,2.708,27,311,2.8917549306324872
300000,276105.37,2.979,9,10,13.393396203988232
125000,118333.36,2.708,22,20,0.14102098972944077
300000,264275.195,2.979,14,25,0.029056222352664918
150000,104142.725,2.708,23,108,3.6811327522445936
80000,67594.47,2.708,20,49,0.07204707420896739
120000,86289.165,2.708,15,60,0.6977860794140724
200000,183177.48,2.708,25,37,3.43064236122882
150000,147683.715,2.979,19,5,0.012051187659380957
200000,174074.03,2.708,11,20,16.650331040174933
200000,156845.525,2.708,22,75,1.6691889032081235
185000,26996.19,2.708,27,291,67.33817639155677
209500,204949.855,2.708,30,13,0.026940334355458617
250000,66778.79,2.708,23,220,25.656932329089614
150000,42335.18,2.708,25,237,50.81285266917985
119000,14304.395,2.708,19,207,28.486683693310624
125000,54359.25,2.708,18,137,7.643768618218019
139500,137463.06,2.979,25,7,0.007982553535839543
133500,115038.53,2.708,20,44,0.05710935821116436
150000,130014.75,2.708,25,57,0.025022661619004793
150000,119219.945,2.979,12,35,0.07297543305321597
150000,139705.87,2.979,15,16,30.32377954904223
80000,71999.99,2.292,4,5,70.81459876232839
255000,241008.585,2.708,30,32,0.03385968925431371
250000,224179.49,2.708,27,50,0.04069508868269622
125000,98264.06,2.708,20,66,4.10830586629163
300000,293333.34,2.708,17,6,0.674986895523034
250000,246075.545,2.708,22,6,0.007583364145830274
300000,296428.58,2.708,20,4,0.5970899646636099
100000,61756.28,2.708,18,98,1.8819001818046672
300000,270000.03,2.708,26,46,10.46246263262583
250000,179991.355,2.708,23,100,32.56307641181047
200000,112797.195,2.708,20,124,3.4355044509720756
235000,0.0,2.292,4,48,8.78862920217216e-09
300000,283333.35,2.979,27,29,0.846658936701715
160000,123058.28,2.708,15,50,0.016923679620958865
270000,253118.73,2.979,25,29,0.047379867057316005
300000,276136.265,2.708,15,18,0.03744634456234053
200000,177213.165,2.708,26,52,2.1652413730917033
125000,114482.925,2.708,30,48,0.11602749071607832
270000,262452.98,2.708,28,15,0.002330852672457695
125000,115643.24,2.708,30,43,0.10487360694969539
200000,186860.805,2.708,30,38,0.0960128509614151
150000,141582.995,2.708,27,28,0.0417009936645627
300000,82307.54,2.708,14,129,62.1706321593083
150000,147727.28,2.708,25,7,18.90265458842623
80000,34666.78,2.708,9,65,7.846817435871344
150000,127870.735,2.708,26,66,10.132709828845691
55000,20058.42,2.708,29,255,1.6500249986602284
167000,162222.995,2.708,25,13,0.02537506553926505
150000,74562.5,2.708,23,164,30.749123532514204
300000,284220.275,2.708,15,12,0.025806609715800732
90000,88388.78,2.708,20,6,0.012072018085746095
255000,226829.495,2.979,24,47,60.24071824303246
200000,21509.525,2.708,27,300,26.120364486465405
250000,73999.445,2.708,28,264,102.00100833878969
300000,289320.23,2.708,28,19,0.013530743133742362
300000,261194.265,2.708,21,44,0.1048298028181307
200000,176740.445,2.708,26,53,0.12831573022413068
163000,160283.33,2.979,29,10,6.046334774699062
150000,142730.105,2.708,29,27,0.044176052208058536
300000,220716.555,2.708,20,80,17.575548044522293
125000,108915.14,2.708,12,22,8.278257746816962
200000,161355.69,2.708,25,80,26.472208511084318
150000,125416.765,2.708,9,20,6.5068719077826245
183500,161350.03,2.708,25,52,0.02643603482283652
150000,110251.56,2.708,30,134,17.677798535762122
160000,137764.605,2.979,14,29,0.0254448592022527
300000,271088.865,2.979,18,28,0.04874829511390999
270000,250782.81,2.708,30,41,0.13417288273922168
230000,148554.06,2.708,24,129,9.57199978659628
220000,154089.39,2.708,13,54,0.012186337786260992
200000,132334.97,2.708,26,137,19.253945517499233
205000,186395.125,2.979,24,39,0.07556248537730426
350000,282862.24,2.708,15,42,2.79607700224733
300000,186783.235,2.708,27,157,17.25753048696788
105000,83897.095,2.708,29,101,2.0264697560778586
125000,101768.155,2.708,20,58,0.036146290542092174
275000,269821.84,2.979,25,9,0.012650693766772747
205000,122286.8,2.979,21,125,5.634790032898309
125000,108885.195,2.708,18,36,6.288276235893136
119000,110965.495,2.708,30,39,0.0358609384711599
50000,45169.415,2.708,29,52,0.07161703041492729
300000,194799.38,2.708,24,128,46.64292215151363
190000,114555.83,2.708,24,142,3.036370139074279
160000,145938.585,2.708,30,50,0.014646883675595745
350000,227875.025,2.708,23,121,1.5527600664936472
150000,148101.415,2.979,15,3,0.0058174900186713785
260000,248083.315,2.708,27,23,14.217242561193416
150000,141676.29,2.979,30,34,0.07281270949169993
125000,95277.96,2.708,29,117,45.557373714924324
300000,291666.68,2.979,14,6,0.07818152732215822
190000,121378.855,2.708,10,48,74.23816253402038
250000,98282.51,2.708,28,237,91.99628057854716
350000,189761.515,2.708,23,152,157.17585605024942
113000,110160.415,2.708,30,15,0.017689112399239093
250000,169791.795,2.708,26,131,1.1972040977852885
300000,280814.765,2.708,20,21,0.046674964600242674
73000,71986.1,2.708,24,6,1.0626055379834725
350000,236716.7,2.708,12,53,0.1186854939442128
293500,188661.49,2.708,22,117,10.181080202921294
200000,178999.0,2.708,30,59,0.13808005047030747
210000,191544.3,2.708,30,50,0.07358846519491635
125000,48958.455,2.979,17,138,21.616796202586556
100000,78773.615,2.708,29,106,14.329369558021426
150000,127717.32,2.708,25,63,8.902576310778386
150000,147568.68,2.708,24,7,0.010224284225841984
68000,55856.895,2.708,18,49,0.01176771739119431
150000,129110.405,2.708,27,66,19.338962572292075
90000,78209.06,2.708,17,34,17.422259729995858
150000,134311.035,2.708,24,43,0.05611092894105241
93000,87289.47,2.979,13,12,12.882442484042258
105000,84475.595,2.708,19,57,0.061330113909207284
150000,147727.27,2.979,13,3,4.296790950902505
245000,182790.53,2.708,25,102,4.0218787062040064
105000,86571.53,2.708,20,55,0.03963384646340273
200000,129104.55,2.708,29,163,5.825803542960784
210000,207680.58,2.708,28,6,0.0035426965332590044
125000,55284.12,2.521,5,35,897.4805982231192
245000,207307.015,2.708,22,55,11.231143678858643
95000,89411.275,2.979,20,20,0.016066785785369575
95000,81932.285,2.708,29,72,1.4814695704699261
250000,238888.88,2.708,25,20,3.9010699860809837
63000,49995.425,2.708,27,94,3.1814981019415427
200000,199341.61,2.708,30,2,0.007703371084062383
160000,148612.97,2.708,29,39,0.06425282548298128
190000,172944.62,2.708,30,51,0.09998694810201414
90000,74625.0,2.708,18,47,1.7860565037408378
104500,81858.42,2.708,21,71,2.971463791021961
250000,119366.34,2.708,25,186,13.248569122093613
150000,132198.49,2.708,26,54,3.1646009130054154
125000,113139.61,2.979,11,15,0.027911083117942326
300000,287676.46,2.708,29,23,5.286890584102366
300000,276248.695,2.708,28,41,0.04420545988250524
125000,56240.68,2.708,21,159,12.280478170796414
74500,71810.71,2.708,20,12,0.01479466911405325
250000,83671.125,2.708,10,84,16.744768678574474
282500,241809.66,2.708,24,58,0.1334910464065615
250000,116007.63,2.708,29,225,2.9648063295753673
85000,82758.675,2.708,25,12,0.008874293038388714
250000,204616.115,2.708,28,88,30.297289445035858
244000,223666.66,2.708,17,22,16.29085940629011
345000,315327.595,2.708,30,49,0.10283324477495626
300000,249271.965,2.708,22,60,11.88324587859097
275000,130728.04,2.708,21,153,6.016794314695289
265000,129289.59,2.708,21,150,5.612481856383965
105000,104688.82,2.708,20,1,0.0005495690566021949
350000,329539.79,2.708,30,34,0.07068932900438085
274000,167324.57,2.708,19,106,7.807082970830379
150000,139899.94,2.708,29,37,0.06078029042691924
150000,108824.27,2.708,10,37,0.020099936329643242
300000,68314.7,2.979,19,188,21.345860301327775
150000,114055.53,2.708,24,92,5.252417134906864
150000,104571.545,2.979,26,128,11.080343116307631
80000,62666.58,2.708,21,71,2.1217904620207264
50000,46192.6,2.979,25,35,0.0973547709727427
200000,117683.5,2.708,28,176,0.7046377661754377
120000,111410.665,2.979,25,33,0.025916830651112832
300000,238994.68,2.708,21,67,0.6805918377067428
150000,49657.555,2.979,27,247,14.826684274747095
190000,119734.15,2.708,16,83,30.448578575174906
150000,34877.75,2.708,27,270,43.67819732495991
120000,76957.37,2.979,30,176,2.738613049223204
240000,217549.32,2.708,30,53,0.003635614673839882
150000,141346.14,2.708,20,19,1.5426615717296954
130000,122878.795,2.979,17,15,13.798300288734026
150000,68088.925,2.708,14,101,5.772482681582915
170000,56301.615,2.979,23,207,27.606167594436556
125000,95630.7,2.708,13,43,1.4910118766711093
300000,15871.4,2.708,7,80,12.436979828093172
300000,276872.02,2.979,29,44,22.6586738487822
150000,102033.365,2.708,7,29,16.15474107056798
150000,141711.895,2.708,23,22,0.017271901277126744
150000,113750.0,2.708,30,124,25.72719594098453
200000,143092.24,2.708,22,96,14.465177460049745
250000,145228.47,2.708,22,134,8.269207563396776
250000,164450.02,2.708,23,119,2.8365164622082375
205500,167333.45,2.708,16,44,22.35896029608557
250000,89471.56,2.708,25,218,4.614822045798064
200000,151551.66,2.708,18,65,8.127909051574534
125000,101473.985,2.708,14,38,2.8819381045614136
150000,128333.42,2.708,23,55,16.04901579587022
300000,131253.93,2.708,25,197,6.078544067568146
210000,153125.0,2.708,15,58,4.448487999121426
350000,294000.08,2.708,22,57,23.08912250690628
222500,220661.415,2.708,30,5,0.00348615474649705
102500,95463.96,2.708,21,24,0.02223690449318383
300000,266351.025,2.708,27,54,0.12332000321475789
135000,107250.0,2.708,29,103,4.700179218285484
250000,99259.755,2.708,28,236,19.843189543360495
110000,105654.96,2.708,21,14,0.01914971266523935
134500,92522.32,2.979,8,33,4.741478317941073
295000,264680.535,2.708,16,25,8.93817998841405
115000,103020.875,2.708,28,53,12.989779110866948
125000,120312.485,2.708,24,16,0.5956746990123065
250000,146255.785,2.708,16,92,4.197955603711307
200000,148791.46,2.708,19,73,13.231141599360853
350000,214988.115,2.708,10,51,0.05325442654429935
150000,101885.91,2.708,26,131,10.114677541321726
237500,100111.3,2.708,11,82,54.61048133808072
300000,281666.685,2.979,18,18,25.05238514544908
109500,90641.77,2.708,13,32,1.3340245569561375
160000,73569.135,2.979,30,239,12.65408002161712
200000,168888.92,2.708,13,29,21.891442597610876
300000,213748.86,2.979,28,135,99.03667387523456
125000,89699.865,2.708,10,38,11.132340887663304
300000,201301.79,2.979,14,65,11.089704428100958
109500,101940.2,2.708,28,36,0.03432520378555637
300000,177990.505,2.708,15,84,1.571318798174616
170000,116694.42,2.708,30,154,2.5645085284486413
125000,64664.655,2.708,27,191,38.29482659686619
150000,140489.78,2.708,12,11,2.035547689301893
105000,101850.0,2.979,27,16,6.234834035814856
155000,102937.22,2.708,22,111,12.869874446711037
295000,144984.73,2.708,27,199,0.6602245538670104
40000,24666.705,2.292,5,24,10.725138902362232
95000,74614.54,2.708,23,79,9.819113278630539
125000,92630.65,2.708,10,35,0.07959898038825486
143500,130618.67,2.708,30,51,0.045674352906644344
250000,189368.26,2.708,24,93,3.3832504728634376
225000,214654.67,2.708,30,27,0.027215416077524424
201500,192544.44,2.979,29,26,31.60141108976677
200000,141894.605,2.708,20,87,44.65302104255534
250000,203125.075,2.708,22,66,4.430340701277601
300000,56341.475,2.979,17,174,41.36989612063917
125000,83721.225,2.708,12,54,0.08328876981977373
224000,156718.125,2.708,25,118,32.93252947315341
295000,249965.41,2.979,13,29,25.138750220648944
250000,168484.385,2.708,30,159,11.892846176982857
250000,224726.095,2.708,27,49,4.803839210799197
300000,151804.84,2.979,23,164,14.68733712733956
300000,217839.78,2.708,25,109,58.84063504362712
150000,73445.075,2.708,26,191,10.510145756794373
100000,25000.075,2.292,1,9,258.0289620724943
125000,82031.36,2.708,29,159,0.13787618052447215
264500,239757.53,2.708,30,53,0.04624324964242987
250000,240597.425,2.708,25,17,0.0178021066240035
100000,68155.855,2.708,25,124,6.483405527193099
244000,231520.745,2.708,28,27,0.007663707307074219
125000,70976.79,2.708,19,116,0.75587847562565
300000,293965.51,2.708,30,12,28.116875993728172
250000,142170.72,2.979,23,147,97.34588087859447
71500,70170.635,2.708,26,9,0.016332409693859518
230000,148866.65,2.708,6,27,85.67821465304587
69500,61687.755,2.708,24,46,3.5934988208391587
88000,69319.01,2.708,29,106,10.838645211042603
250000,155829.305,2.708,12,61,0.9377995643299073
245000,244320.83,2.708,21,1,0.003341006871778518
295000,244604.235,2.708,18,47,5.785962984489743
285000,280737.85,2.708,30,9,0.01795506215421483
150000,140845.88,2.979,18,18,0.01130742728128098
300000,205814.63,2.708,10,42,59.7348198335676
129500,128061.12,2.708,21,4,2.9164611519518076
300000,284576.97,2.979,29,30,0.05835045961430296
200000,149171.6,2.708,21,82,1.1179425696027465
129500,124720.71,2.979,18,11,0.01930614112643525
245000,235001.31,2.979,20,14,0.011638881609542295
195000,194016.225,2.979,13,1,0.002860716835130006
117500,115229.99,2.708,29,11,0.005550632151425816
198500,181427.53,2.708,30,49,0.027087248978205025
230000,222333.32,2.708,26,16,8.216403791040648
300000,294669.585,2.979,24,8,0.014433419215492904
300000,269352.48,2.708,20,33,0.07084663538262248
195000,136390.235,2.708,27,130,6.611179881583666
230000,77369.565,2.708,23,204,7.390816031082068
300000,228918.175,2.708,25,96,11.669865155912703
129500,123774.14,2.708,30,26,0.06575944110227283
150000,64050.04,2.708,27,218,6.617407977850235
350000,218516.58,2.708,30,178,124.7710955759976
125000,124712.895,2.708,24,1,0.004177945826086216
250000,144157.865,2.708,28,180,7.667964228661731
200000,151278.98,2.708,17,61,2.8205167738196906
70000,62129.605,2.708,24,46,5.566149891485111
95000,92753.965,2.708,22,9,0.02453302867070306
300000,274000.0,2.979,15,20,33.46654943446629
125000,100170.635,2.708,14,40,0.06963155386620201
105000,15750.0,2.292,4,41,290.27330751746376
150000,139945.48,2.708,28,35,0.07154074328718707
200000,143055.51,2.708,12,47,13.725812089454848
285000,169363.435,2.708,8,42,7.212743824115023
290500,160575.99,2.708,29,196,6.349343377543846
250000,107006.645,2.708,17,130,71.16726541460957
200000,165849.57,2.708,18,47,12.267652213922702
200000,118077.505,2.708,13,72,5.691579830207047
284000,277094.925,2.979,27,13,0.02416939998511225
300000,208070.935,2.979,12,51,20.483704435289837
85000,75047.44,2.708,21,40,12.1108145910257
150000,83598.87,2.979,24,158,0.7984687692514854
117000,84724.055,2.708,15,59,0.13761637182324193
82500,72375.81,2.708,10,17,0.044920549873495474
275000,246550.23,2.708,25,45,0.022580909804673865
300000,240000.0,2.708,22,70,1.8028390156687237
300000,285985.76,2.708,25,21,0.030146440723910928
150000,93870.2,2.708,25,142,11.17873892938951
198000,141900.0,2.708,19,80,10.012252695101779
110000,88055.47,2.708,30,105,18.944363889007946
160000,28816.645,2.708,25,261,4.031117953334615
127500,127145.835,2.708,21,1,0.7211264423385728
250000,200331.585,2.708,29,100,4.081363647943363
300000,259679.845,2.708,30,74,24.10098360388656
73000,66584.515,2.708,30,50,0.04227639068267308
175000,131885.63,2.708,14,49,0.07204255688702688
148000,145537.42,2.708,30,10,0.004114492010558024
60000,58594.67,2.708,30,14,0.0249705596070271
79500,65925.0,2.708,18,47,4.672316755022621
76000,51553.405,2.708,10,43,0.022156751590955537
285000,193135.225,2.708,23,113,45.46805836175918
250000,209166.585,2.708,17,42,12.91872707818402
62500,56490.01,2.708,25,42,0.10672571802570019
245000,241747.585,2.708,30,8,0.0006329852039925754
150000,137892.52,2.979,21,29,0.006568573153344914
150000,127335.725,2.708,17,39,0.8495598008594243
205000,121227.91,2.708,28,175,0.10172726144082844
190000,157699.915,2.708,28,83,17.29800174382399
150000,149339.64,2.979,24,2,0.005711623001843691
125000,77858.9,2.708,24,136,10.172590352638508
150000,97810.495,2.979,20,104,3.1426932708272943
96000,93862.045,2.708,28,12,0.007897541436250322
200000,139719.32,2.708,22,101,0.01686901826178655
150000,139000.0,2.979,23,30,0.492695621564053
60000,45000.0,2.708,29,122,5.603336580847099
145000,142342.455,2.708,30,11,0.0029956470825709403
75000,64375.0,2.979,13,27,3.1812298920558533
300000,191456.88,2.708,25,138,49.65913069603266
300000,210349.79,2.708,30,148,22.18549579347018
300000,271666.61,2.708,27,46,15.309417450160254
203500,199080.135,2.708,30,13,0.008246501005487517
300000,268963.845,2.708,25,45,0.06690644705668092
110000,92570.12,2.708,20,50,0.019430827363976277
125000,108902.315,2.708,12,22,4.546742253180128
256000,251733.34,2.979,29,10,9.48418222280452
150000,126250.0,2.979,29,85,17.243611287150998
250000,230825.125,2.708,30,44,0.04959906835574657
120000,117252.735,2.708,29,13,0.020898931717965752
125000,96875.045,2.708,14,45,1.3162269214371918
271500,269707.64,2.708,30,4,0.004341580090112984
335000,285378.595,2.708,29,77,0.4682068329420872
187000,182069.125,2.708,25,12,0.020476555277127773
105000,83125.125,2.708,12,35,17.78481792274397
150000,101644.49,2.708,23,113,29.55897808514419
235000,180523.965,2.979,26,102,19.4826830169186
150000,146997.195,2.979,24,9,0.02711160623584874
300000,2782.05,2.708,27,322,9.285047005611432
107500,60916.58,2.708,11,63,38.55543357566057
150000,110192.43,2.708,12,44,0.0584328273544088
145000,98695.89,2.708,19,89,26.04930957549368
300000,243459.995,2.708,30,100,8.145129325654125
250000,234278.935,2.708,25,28,0.026411964354338124
270000,188428.98,2.979,20,92,5.096169507683953
300000,272069.47,2.979,13,18,13.508266384596936
155000,121578.71,2.708,22,75,24.721746400013217
300000,259803.96,2.708,19,40,0.053034917946206406
125000,90268.05,2.708,22,94,12.498761312206625
320000,179964.78,2.708,14,83,18.763251392694656
170000,99231.595,2.979,25,158,15.081512339267647
200000,147428.84,2.708,27,116,0.7294091079966165
285000,276589.51,2.979,25,14,0.021596320846583694
125000,74519.36,2.708,24,144,0.11332506296457723
212500,210290.29,2.979,25,5,0.011139947833726183
150000,133757.975,2.708,28,55,0.10557372545008548
150000,76826.46,2.708,24,168,3.0986249114212114
125000,123924.665,2.979,20,3,0.0037505726504605263
125000,82638.855,2.708,6,26,2.898140911143855
145000,118051.04,2.708,20,58,0.06172969703038689
150000,129539.805,2.979,15,31,0.05885882080474403
350000,295221.1,2.708,29,81,63.35898883984191
178500,148009.75,2.708,18,47,0.04234539909521118
200000,143069.14,2.708,12,47,0.0958120894501917
225000,122596.045,2.708,18,114,6.730950428987853
300000,245017.585,2.708,11,28,25.42974098052946
